Meal_Name,Meal_Type,Calories_kcal,Protein_g,Carbs_g,Fats_g
Garlic Idli,Snack,305,18.0,117.3,30.5
Fried Salad,Snack,322,46.7,62.1,14.9
Fried Khichdi,Snack,711,19.5,118.4,35.4
Herb Khichdi,Snack,430,26.3,26.3,33.8
Roasted Egg,Dinner,476,29.2,115.2,23.8
Masala Tofu,Dinner,570,30.0,37.8,23.2
Masala Fish,Snack,691,32.5,64.1,14.9
Butter Rajma,Lunch,211,16.2,115.5,36.9
Dry Upma,Dinner,559,26.0,73.7,33.9
Low Fat Dosa,Lunch,648,19.2,41.5,21.3
Butter Quinoa,Dinner,602,18.9,27.9,9.2
Low Fat Tofu,Snack,755,22.3,104.3,26.4
Dry Chicken,Dinner,518,23.1,85.6,31.6
Fried Fish,Breakfast,397,14.8,104.8,14.4
Grilled Paratha,Dinner,443,30.3,78.5,9.9
Spicy Lentil,Breakfast,737,45.1,55.6,35.3
Roasted Sprouts,Snack,243,9.8,41.2,25.4
Masala Dal,Breakfast,185,19.6,15.3,13.1
Curry Pulao,Breakfast,715,43.8,110.8,29.7
Classic Idli,Lunch,425,42.9,52.9,18.1
Garlic Smoothie,Dinner,619,34.6,99.2,37.6
Grilled Salad,Snack,597,30.0,58.5,13.2
Tandoori Roti,Lunch,611,27.2,70.7,31.1
Butter Quinoa,Lunch,194,44.9,54.4,17.9
Dry White Rice,Breakfast,235,16.1,55.6,34.0
Fried White Rice,Dinner,625,45.3,37.6,19.5
High Protein Quinoa,Snack,525,45.7,70.0,12.2
Vegan Egg,Snack,777,46.9,65.1,30.1
Herb Rajma,Lunch,750,16.5,42.1,34.4
Steamed Roti,Dinner,247,29.7,100.2,26.5
Fried Poha,Dinner,362,19.2,109.8,7.8
Classic Mushroom,Breakfast,417,16.3,40.3,34.4
Herb Mushroom,Dinner,672,45.0,68.7,13.8
Spicy Mushroom,Breakfast,509,7.6,119.3,16.7
Grilled Paneer,Breakfast,343,11.3,13.3,23.6
Spicy Soup,Snack,532,34.9,91.9,17.7
Herb Chicken,Dinner,773,23.5,40.2,7.6
Curry Soup,Snack,344,16.4,92.5,26.9
Vegan Tofu,Snack,241,41.6,104.3,8.1
Butter Lentil,Breakfast,652,46.8,58.5,23.9
Tandoori Tofu,Dinner,598,23.1,30.4,32.3
Curry Paratha,Dinner,693,30.3,86.6,25.9
Masala Soup,Lunch,743,17.0,97.1,37.1
Steamed Dal,Breakfast,443,24.9,116.3,35.8
Tandoori Chicken,Snack,649,49.4,21.2,33.9
Butter Tofu,Snack,334,23.6,87.8,31.2
Dry Rajma,Lunch,234,24.9,89.7,6.2
Classic Brown Rice,Dinner,351,26.6,97.4,39.7
Steamed Soup,Breakfast,352,18.2,90.9,36.2
Classic Quinoa,Snack,449,27.6,103.9,19.3
Grilled Dosa,Breakfast,212,12.7,93.7,36.1
Dry Roti,Breakfast,760,15.8,69.4,21.1
Spicy Quinoa,Lunch,329,19.9,58.5,17.2
Low Fat Mushroom,Dinner,538,23.4,46.0,36.3
Masala Sprouts,Breakfast,383,5.5,67.4,34.7
Grilled Brown Rice,Breakfast,316,45.3,66.8,23.5
Masala Chicken,Dinner,455,20.6,46.5,8.5
Curry Salad,Breakfast,287,7.9,66.0,36.7
Herb Roti,Snack,472,45.3,78.2,17.4
Steamed Roti,Dinner,772,29.5,107.0,28.2
Grilled Roti,Snack,430,40.2,77.7,13.1
Dry Upma,Breakfast,160,35.8,34.1,32.4
Grilled Lentil,Lunch,679,14.2,35.1,32.6
Mild Lentil,Breakfast,492,49.9,96.0,24.4
Steamed Biryani,Snack,754,24.5,72.0,36.8
Mild Lentil,Breakfast,344,9.7,62.8,14.6
High Protein Soup,Snack,756,10.4,76.9,38.7
Garlic Fish,Snack,268,17.6,110.0,8.9
Steamed Salad,Dinner,736,24.0,26.3,32.2
Dry Lentil,Snack,442,46.6,103.7,36.6
Mild Brown Rice,Lunch,321,15.8,99.7,14.6
Masala Idli,Lunch,164,47.5,74.2,32.1
Vegan Quinoa,Lunch,777,46.0,97.0,14.7
Tandoori Poha,Breakfast,248,39.7,110.8,17.9
Spicy Biryani,Lunch,533,23.1,42.2,40.0
Vegan Egg,Lunch,764,18.7,104.7,19.3
Classic Soup,Breakfast,647,18.1,88.6,37.5
Grilled Soup,Lunch,742,41.9,90.6,37.4
Grilled Egg,Snack,435,38.6,41.2,33.9
Dry Dosa,Lunch,707,46.8,26.5,13.3
Spicy Dosa,Breakfast,578,18.8,64.0,15.3
Mild Soup,Breakfast,483,9.8,45.6,9.3
Steamed Paratha,Dinner,316,5.1,61.3,9.8
Curry Paratha,Snack,504,40.1,53.0,9.6
Dry Lentil,Breakfast,205,6.9,70.3,39.8
Garlic Chicken,Snack,503,9.0,64.0,28.8
Garlic Soup,Breakfast,653,29.0,71.5,5.8
Steamed Paratha,Snack,432,36.1,75.7,37.8
Dry White Rice,Dinner,339,45.5,69.2,8.6
Vegan Chicken,Breakfast,249,36.7,29.0,11.0
Grilled Sandwich,Lunch,372,9.9,84.6,17.4
Curry Brown Rice,Snack,240,46.7,21.2,14.1
Spicy Soya,Lunch,454,17.1,35.5,16.5
Grilled Biryani,Dinner,562,15.4,72.3,16.9
Herb Mushroom,Lunch,703,12.6,72.9,5.4
Mild Oats,Snack,601,12.7,102.4,26.8
Steamed Biryani,Lunch,697,41.4,102.0,32.0
Tandoori Idli,Snack,465,19.2,82.5,30.5
Curry Chicken,Breakfast,652,5.6,18.3,31.7
Herb Biryani,Snack,613,42.4,102.7,17.2
Roasted Paneer,Breakfast,454,19.3,77.7,19.9
Fried Dal,Lunch,378,24.3,74.0,5.4
Masala Khichdi,Dinner,552,42.8,102.3,34.3
High Protein Roti,Snack,641,13.9,17.5,16.3
Low Fat Chicken,Breakfast,371,26.7,106.5,10.1
Fried Khichdi,Lunch,545,42.0,12.0,32.1
High Protein Brown Rice,Dinner,208,24.6,111.0,27.4
Fried Smoothie,Breakfast,655,27.1,113.1,35.4
Steamed Biryani,Breakfast,185,21.5,109.5,28.7
Roasted Mushroom,Snack,372,16.8,34.7,32.6
Curry Sprouts,Snack,360,43.8,76.7,16.7
Mild Idli,Snack,331,28.9,80.8,11.6
Butter Mushroom,Lunch,562,21.2,96.3,36.7
Spicy Soup,Snack,774,25.2,31.3,23.8
Steamed Brown Rice,Snack,317,39.9,58.1,36.7
Spicy Soup,Dinner,511,15.9,35.1,26.8
Grilled Salad,Breakfast,614,32.6,82.1,26.3
Fried Upma,Breakfast,790,25.8,69.6,12.2
Tandoori Chole,Snack,420,23.2,98.7,34.0
Curry Dosa,Breakfast,693,25.3,85.5,38.6
Steamed Roti,Lunch,242,35.5,65.8,10.7
High Protein Quinoa,Lunch,505,11.7,85.9,19.0
Classic Mushroom,Breakfast,385,21.2,85.6,35.7
Garlic Tofu,Lunch,231,17.6,44.7,22.3
Dry Upma,Dinner,608,41.1,104.4,37.4
High Protein Pulao,Snack,721,9.7,31.8,37.2
Fried Khichdi,Snack,382,8.1,79.1,36.0
Steamed Sprouts,Breakfast,768,40.9,31.2,19.4
High Protein Soya,Dinner,237,39.9,28.9,8.4
Spicy Upma,Lunch,698,39.6,74.2,37.9
Butter Sandwich,Snack,761,40.5,103.5,39.4
Roasted Soya,Snack,186,27.6,59.5,17.8
Steamed Rajma,Dinner,337,39.7,89.1,9.9
Grilled Tofu,Lunch,160,19.8,96.2,32.7
Vegan Chicken,Breakfast,191,22.9,65.7,29.2
Curry Salad,Lunch,771,11.4,22.0,19.4
Dry White Rice,Lunch,393,17.8,105.4,30.8
Herb White Rice,Snack,375,44.1,26.7,35.5
Curry Khichdi,Lunch,231,24.9,81.9,12.4
Grilled Poha,Lunch,323,7.9,14.4,39.0
Classic Sprouts,Snack,733,5.9,114.1,35.4
Mild Tofu,Lunch,320,43.5,108.0,16.3
Dry Fish,Dinner,685,14.2,40.9,38.0
Classic Smoothie,Breakfast,224,45.6,79.7,25.3
Spicy Sandwich,Dinner,337,27.1,85.4,34.7
High Protein White Rice,Breakfast,390,39.2,70.3,14.6
Spicy Upma,Snack,605,34.6,100.3,10.6
Grilled Egg,Breakfast,456,49.2,110.3,38.5
Low Fat Sprouts,Breakfast,150,28.7,103.0,14.4
Roasted Biryani,Snack,789,7.7,19.0,16.2
Butter Rajma,Breakfast,627,28.9,50.7,39.0
Classic Quinoa,Breakfast,364,22.1,47.3,39.7
Spicy Paratha,Snack,165,43.1,88.5,28.6
Tandoori Paratha,Snack,489,45.3,78.5,15.2
Mild Tofu,Breakfast,680,32.6,116.0,11.8
High Protein Lentil,Snack,788,8.0,93.1,16.0
Fried Sprouts,Snack,463,33.1,101.0,32.8
Masala Biryani,Snack,374,10.8,81.1,19.1
Roasted Soya,Snack,645,46.1,119.3,27.8
Classic Idli,Breakfast,561,27.5,105.1,35.8
Curry Poha,Snack,697,27.1,109.5,10.9
Tandoori Tofu,Lunch,175,16.3,33.9,16.6
High Protein Quinoa,Dinner,260,34.6,64.3,34.7
Herb Quinoa,Dinner,584,35.1,20.5,31.7
Spicy Soya,Snack,479,20.8,93.3,9.2
Garlic Soya,Snack,788,18.0,105.4,29.8
Masala Khichdi,Lunch,641,11.0,60.2,14.5
Garlic Oats,Breakfast,357,17.8,107.3,35.8
Spicy Chicken,Snack,423,16.9,69.3,34.8
Garlic Oats,Snack,534,29.0,86.1,24.4
Classic Paratha,Dinner,487,44.2,27.1,9.3
High Protein Salad,Snack,173,12.7,108.6,39.7
Garlic Paneer,Breakfast,522,24.9,109.4,36.7
High Protein Khichdi,Lunch,731,30.9,58.2,36.8
Low Fat Smoothie,Snack,441,46.8,81.6,25.4
Spicy Smoothie,Breakfast,196,19.0,34.3,24.3
High Protein Chicken,Snack,680,44.3,98.8,31.3
Tandoori Egg,Lunch,582,40.9,67.8,21.0
Classic Brown Rice,Lunch,259,32.6,27.3,8.0
Roasted Idli,Snack,165,23.2,44.7,36.2
Mild Sandwich,Dinner,648,42.0,11.0,39.7
Vegan Roti,Lunch,164,9.8,24.1,26.7
Fried Fish,Lunch,300,13.2,41.4,29.8
Classic Brown Rice,Breakfast,165,16.3,94.0,28.3
Curry Soya,Lunch,583,42.4,107.3,35.9
Steamed Salad,Snack,368,40.9,26.4,15.2
Herb Oats,Lunch,530,47.3,91.9,25.5
Garlic Fish,Lunch,740,45.9,119.6,20.6
Tandoori Mushroom,Breakfast,328,18.6,114.7,22.0
High Protein Fish,Breakfast,687,37.9,107.7,35.4
Vegan Quinoa,Breakfast,380,27.2,31.3,9.2
Dry Biryani,Breakfast,200,34.3,36.8,31.0
Dry Chicken,Dinner,301,35.3,91.9,11.6
Masala Upma,Dinner,457,15.1,119.7,39.8
Grilled Biryani,Snack,269,32.1,27.0,21.8
Tandoori Chicken,Snack,585,14.7,110.4,20.5
Tandoori Salad,Breakfast,693,9.5,39.3,6.5
Steamed Paratha,Snack,659,9.0,70.4,39.5
Grilled Egg,Lunch,713,17.2,22.1,28.6
Mild Sandwich,Lunch,284,23.1,54.9,10.5
Classic Tofu,Breakfast,481,20.4,75.5,20.1
Garlic Oats,Dinner,182,47.4,114.8,9.5
Curry Paneer,Lunch,155,37.8,119.3,11.8
Tandoori Oats,Lunch,681,33.7,44.4,20.7
Mild Brown Rice,Dinner,610,27.6,95.7,36.0
Roasted Paratha,Dinner,178,23.8,57.1,24.7
Tandoori Dosa,Dinner,649,17.6,71.5,35.3
Spicy Pulao,Breakfast,584,44.1,70.7,35.9
Butter Sprouts,Dinner,339,31.3,38.3,26.1
High Protein Paneer,Breakfast,785,8.0,61.5,39.1
Steamed Sandwich,Dinner,240,27.6,33.6,31.7
Tandoori Upma,Breakfast,775,13.3,62.9,11.5
Spicy Tofu,Snack,748,18.5,23.9,15.1
Vegan Smoothie,Lunch,445,6.0,64.7,36.6
Roasted Paneer,Lunch,295,48.8,33.7,17.9
Grilled Paneer,Lunch,773,47.3,40.6,15.8
High Protein Upma,Snack,425,20.9,58.2,25.0
Low Fat Khichdi,Dinner,410,41.8,37.2,19.3
Vegan Dosa,Dinner,333,10.8,20.8,39.4
Classic Salad,Snack,173,28.6,75.4,16.8
Low Fat Soya,Snack,664,20.7,108.5,15.5
Spicy Dal,Snack,581,10.8,120.0,26.3
Classic Upma,Snack,384,41.3,91.4,8.5
Low Fat Sandwich,Dinner,218,29.7,32.8,35.1
Low Fat Soya,Dinner,262,15.5,111.7,23.7
High Protein Smoothie,Lunch,472,8.6,104.7,26.4
Garlic Paneer,Dinner,374,35.3,104.6,36.6
Mild Dosa,Breakfast,240,26.5,49.2,28.5
Roasted Soup,Lunch,230,16.8,15.5,15.0
Vegan Egg,Lunch,561,32.8,105.0,24.5
Garlic Roti,Dinner,748,35.4,84.1,5.1
Vegan Smoothie,Lunch,314,19.5,49.0,27.3
High Protein Idli,Breakfast,269,8.2,107.4,29.4
Fried Tofu,Breakfast,525,34.3,84.6,25.2
Steamed Poha,Snack,331,37.6,92.9,11.8
Tandoori Tofu,Breakfast,439,6.8,57.3,11.1
Low Fat Fish,Lunch,615,23.6,18.7,21.9
Spicy Paneer,Snack,545,47.1,13.0,6.6
Masala Dosa,Snack,511,36.4,95.9,18.3
Low Fat Oats,Dinner,176,34.9,14.8,32.5
Dry Sandwich,Snack,178,24.0,31.3,25.6
Tandoori Egg,Lunch,470,46.2,14.4,27.4
Garlic Paneer,Lunch,269,17.5,93.8,36.2
Grilled Paneer,Snack,614,16.0,49.8,21.1
Steamed Oats,Snack,632,44.3,43.4,11.7
Steamed Lentil,Breakfast,239,39.7,27.6,27.6
Classic Rajma,Dinner,682,13.8,88.3,10.9
Herb Smoothie,Lunch,436,28.9,28.7,14.6
Curry Sandwich,Breakfast,739,10.0,99.0,28.7
Masala Soya,Breakfast,565,13.7,87.9,5.5
Grilled Dosa,Snack,213,42.4,18.6,38.5
Vegan Roti,Dinner,448,7.0,55.9,22.0
Mild Salad,Dinner,728,40.5,73.5,18.8
Steamed Brown Rice,Dinner,709,20.5,103.7,16.3
Herb Soup,Snack,566,15.5,47.2,6.8
Mild Pulao,Snack,365,10.2,59.0,26.8
Grilled Sprouts,Snack,293,34.8,17.3,39.6
Spicy Biryani,Dinner,171,15.6,81.6,31.1
Classic Smoothie,Lunch,689,12.9,96.7,29.3
Butter Fish,Lunch,285,6.4,118.6,7.6
Mild Chole,Lunch,605,38.5,85.1,22.2
Garlic Poha,Snack,762,39.8,97.2,12.9
Herb Poha,Lunch,503,5.8,110.8,25.7
High Protein Roti,Dinner,551,22.9,78.1,29.8
Vegan Pulao,Dinner,371,8.3,12.8,13.4
Herb Paratha,Dinner,534,37.7,25.2,34.9
High Protein Oats,Snack,336,5.4,20.7,11.8
Mild Biryani,Breakfast,159,31.9,49.0,11.7
Vegan Egg,Snack,719,44.9,81.1,14.8
Steamed Paratha,Snack,309,45.1,27.9,28.4
Fried Pulao,Dinner,420,11.8,86.0,22.7
Mild Biryani,Snack,208,17.2,16.6,15.6
Grilled Quinoa,Snack,762,28.9,59.8,34.7
Classic Soup,Dinner,555,12.8,73.5,13.0
Spicy Soya,Dinner,419,13.7,12.4,26.5
Classic Rajma,Dinner,596,37.0,15.7,32.6
Masala Sprouts,Breakfast,745,20.4,21.8,39.7
Steamed Upma,Dinner,458,17.0,41.2,19.4
Vegan Idli,Lunch,625,45.8,48.8,27.1
Spicy Roti,Snack,547,31.4,46.9,31.0
Roasted Idli,Breakfast,391,26.4,96.2,26.3
Curry White Rice,Dinner,209,43.0,118.2,32.7
Dry Biryani,Dinner,304,5.0,52.0,21.5
Fried Roti,Lunch,430,15.6,87.7,27.3
Mild Dosa,Breakfast,288,28.3,52.3,27.7
Butter Oats,Breakfast,584,41.2,33.4,27.7
Herb Poha,Breakfast,323,24.0,16.1,23.3
Steamed Poha,Snack,383,46.5,112.4,39.2
Mild Dosa,Snack,715,8.7,112.0,33.9
Classic Dal,Lunch,451,18.6,55.3,9.2
Grilled Oats,Snack,584,8.3,119.1,25.2
Low Fat Rajma,Dinner,462,22.9,33.9,21.0
Roasted Chicken,Dinner,759,32.5,89.2,33.7
Tandoori White Rice,Snack,778,25.8,94.0,28.9
Classic Smoothie,Lunch,480,28.6,50.8,25.6
Mild Rajma,Lunch,497,36.8,21.0,34.6
Vegan Biryani,Lunch,644,31.6,52.9,13.9
Mild Pulao,Snack,658,10.9,96.3,10.4
Fried Upma,Breakfast,191,18.9,69.7,17.5
Tandoori Rajma,Dinner,464,8.3,116.6,11.2
Masala White Rice,Dinner,275,33.8,51.8,33.9
Roasted Sprouts,Snack,183,18.7,81.7,37.1
Masala Soup,Dinner,446,16.2,15.4,6.1
Grilled Khichdi,Breakfast,545,44.7,54.5,23.5
Herb Soya,Snack,259,13.9,75.3,39.9
Tandoori Salad,Dinner,380,9.0,45.3,31.8
Herb Chole,Dinner,754,16.1,77.9,27.6
Masala White Rice,Lunch,560,37.0,77.8,16.4
Vegan Tofu,Snack,674,43.7,43.4,17.7
Butter Smoothie,Breakfast,308,42.6,93.5,21.1
Garlic Fish,Lunch,567,5.4,51.1,33.1
Masala Chole,Dinner,374,24.1,22.0,24.5
High Protein Chicken,Snack,377,10.7,110.4,34.9
Garlic Dosa,Breakfast,717,9.4,10.4,18.2
Butter Chole,Breakfast,354,25.5,36.7,38.9
Tandoori Roti,Lunch,251,14.1,72.7,20.7
Grilled Mushroom,Breakfast,781,39.5,107.3,36.0
Butter Soup,Dinner,300,43.4,101.3,5.7
Vegan Roti,Dinner,641,25.3,47.3,15.7
Herb Smoothie,Dinner,633,9.9,31.1,5.2
Vegan Dosa,Breakfast,161,7.5,105.8,34.7
Tandoori Paratha,Snack,150,32.2,68.1,7.6
Herb Chole,Dinner,315,17.7,61.1,34.0
Masala Chole,Snack,468,43.7,43.1,5.9
Roasted Rajma,Lunch,296,18.0,68.7,5.1
High Protein Paratha,Snack,620,43.0,76.4,21.2
Vegan Biryani,Breakfast,624,42.4,25.4,12.4
Low Fat Egg,Lunch,300,28.8,45.4,14.9
Steamed Paneer,Dinner,760,33.3,27.7,23.9
Dry Quinoa,Dinner,234,35.4,67.9,5.1
Masala Roti,Snack,429,30.4,115.9,10.8
Low Fat Biryani,Snack,334,43.5,64.5,27.7
Butter Idli,Snack,456,42.7,65.3,12.7
Masala Rajma,Lunch,218,39.5,23.6,16.0
Roasted Lentil,Snack,328,48.3,60.9,15.3
Grilled Chicken,Dinner,609,9.5,54.5,30.8
Roasted Idli,Dinner,338,35.9,96.4,16.4
Classic Salad,Breakfast,451,11.8,68.7,36.9
Roasted Poha,Dinner,513,30.8,62.3,37.4
Mild Paneer,Dinner,376,18.3,94.2,29.3
Roasted Smoothie,Snack,361,41.2,70.0,28.1
Classic Sprouts,Lunch,410,49.5,62.1,40.0
Butter Idli,Dinner,421,11.7,62.8,30.3
Low Fat Dosa,Dinner,169,10.7,51.0,26.2
Spicy White Rice,Breakfast,666,35.2,53.5,11.8
Vegan Roti,Breakfast,747,9.5,91.2,36.5
Tandoori Lentil,Snack,602,42.6,40.7,38.3
Curry Pulao,Lunch,333,36.0,107.9,7.0
Spicy Soup,Breakfast,260,37.3,69.7,31.1
Mild Roti,Dinner,416,29.1,53.3,36.3
Grilled Dal,Lunch,470,25.5,12.3,9.1
Herb Oats,Breakfast,704,25.7,32.7,29.8
Grilled Soya,Dinner,191,22.8,107.0,38.0
Vegan Fish,Breakfast,795,12.8,119.0,16.5
Tandoori Paneer,Lunch,278,9.6,108.1,9.9
Steamed Idli,Breakfast,447,43.6,107.1,5.3
Tandoori Lentil,Snack,353,15.4,104.0,22.8
Herb Roti,Breakfast,347,15.2,28.3,36.2
Curry Paneer,Lunch,226,12.4,43.7,16.2
Vegan Dosa,Snack,280,25.4,67.6,10.5
Roasted Soup,Breakfast,601,32.9,108.1,35.9
Low Fat Rajma,Breakfast,382,9.7,101.0,30.6
Dry Sandwich,Breakfast,305,15.9,113.3,30.6
Mild Fish,Snack,552,46.5,40.5,7.4
Butter Dal,Dinner,208,29.4,89.7,16.1
Fried Oats,Lunch,295,17.8,86.8,12.6
Fried Quinoa,Snack,407,6.8,73.3,29.2
Grilled Salad,Lunch,592,37.4,39.7,15.2
Roasted White Rice,Dinner,250,11.7,57.1,11.8
Grilled Pulao,Snack,475,29.9,53.5,13.7
Herb Lentil,Snack,185,39.0,11.2,35.8
Fried Oats,Dinner,192,34.2,48.5,37.2
Spicy Dosa,Snack,662,38.9,114.6,30.8
Low Fat Quinoa,Breakfast,497,30.2,44.7,26.1
High Protein Paneer,Lunch,629,10.2,23.8,24.1
Butter Rajma,Dinner,674,30.3,44.3,16.0
Fried Mushroom,Dinner,646,27.7,96.4,30.1
Masala Oats,Breakfast,158,36.1,71.6,39.7
Steamed Pulao,Snack,679,6.8,11.6,23.6
Tandoori Salad,Dinner,619,48.3,104.9,30.3
Garlic Dal,Lunch,166,47.2,87.0,5.5
Garlic Egg,Breakfast,161,10.5,48.6,16.8
Vegan Chicken,Snack,769,23.9,12.7,37.9
Herb Soup,Dinner,624,44.2,50.3,21.3
Vegan Sandwich,Breakfast,596,10.8,103.8,12.6
Vegan Smoothie,Breakfast,605,22.6,79.3,30.1
Herb Khichdi,Snack,716,35.9,85.1,36.4
Herb Egg,Breakfast,751,46.3,70.0,25.4
Grilled Soup,Breakfast,487,39.5,86.5,29.5
Spicy Sprouts,Lunch,637,31.3,45.4,23.5
Steamed Fish,Breakfast,245,9.1,25.4,35.2
Tandoori Fish,Snack,595,42.7,21.7,14.6
Tandoori Lentil,Dinner,520,31.5,61.3,5.9
Butter Quinoa,Snack,255,38.8,30.3,33.6
Spicy Sandwich,Snack,692,39.8,106.6,26.2
Classic Idli,Lunch,511,41.2,31.9,15.6
Vegan Fish,Dinner,716,22.1,26.9,12.3
Vegan Idli,Snack,250,22.2,73.9,17.1
Low Fat Soya,Snack,478,36.8,25.8,36.6
High Protein Idli,Breakfast,729,27.1,65.9,10.0
Curry Paneer,Breakfast,154,20.1,43.5,33.8
High Protein Sprouts,Breakfast,274,15.9,114.8,11.6
Tandoori Roti,Snack,289,33.4,100.9,23.9
Dry Smoothie,Snack,646,24.6,87.5,17.2
Vegan Chole,Snack,185,11.5,19.1,19.4
Low Fat Tofu,Lunch,647,27.5,62.5,19.8
Spicy Pulao,Dinner,540,14.7,114.2,9.6
Garlic Oats,Dinner,515,45.9,105.3,8.6
Roasted Chole,Lunch,504,25.8,81.4,19.6
Fried Soya,Snack,704,17.2,91.8,15.5
Mild Biryani,Dinner,612,41.8,56.9,34.9
Garlic Dal,Dinner,645,30.7,72.9,37.5
Grilled Egg,Snack,471,41.3,11.6,34.1
Vegan Smoothie,Breakfast,797,25.0,49.8,33.4
Roasted White Rice,Lunch,218,14.2,37.1,30.2
Grilled Sprouts,Dinner,678,42.4,77.5,12.9
Low Fat Upma,Lunch,708,39.4,71.4,27.7
Vegan White Rice,Breakfast,500,23.6,49.8,26.1
Low Fat Roti,Breakfast,233,49.5,83.4,20.5
Vegan Smoothie,Dinner,634,35.6,75.2,24.1
Herb Egg,Dinner,541,22.5,59.8,33.7
Steamed Biryani,Dinner,238,45.9,86.6,37.9
Masala Lentil,Lunch,770,18.0,11.5,24.6
Dry Soup,Lunch,382,5.4,114.0,26.1
Tandoori Upma,Dinner,519,33.7,76.3,25.0
Butter Dosa,Breakfast,255,15.4,115.0,27.8
Mild Soup,Snack,334,12.9,39.9,33.2
Garlic Brown Rice,Lunch,198,15.7,86.4,30.4
Dry Idli,Breakfast,309,41.6,45.7,16.3
Vegan Fish,Lunch,564,32.0,66.4,30.2
Grilled Poha,Lunch,318,36.2,54.6,28.1
Vegan Tofu,Dinner,315,34.3,108.9,16.7
Fried Paratha,Breakfast,234,48.2,98.3,16.1
Roasted Biryani,Snack,425,20.9,63.0,39.7
Dry Upma,Breakfast,459,49.4,56.6,21.4
Herb Roti,Breakfast,263,45.2,33.4,10.4
Roasted Tofu,Breakfast,262,40.4,49.7,28.7
Grilled Smoothie,Breakfast,537,45.2,64.6,22.4
Dry Paneer,Snack,361,46.4,111.6,33.3
Masala Soup,Dinner,582,21.7,71.0,27.3
Butter Dal,Snack,306,24.5,20.4,7.0
Garlic Rajma,Lunch,258,12.0,102.9,11.2
Garlic Pulao,Breakfast,379,27.8,119.7,20.0
Spicy Pulao,Dinner,610,24.8,112.9,28.5
Steamed Pulao,Breakfast,296,10.1,99.3,17.5
Roasted Egg,Dinner,489,31.1,26.7,32.4
Fried Salad,Snack,252,29.6,119.9,13.3
Curry Sandwich,Snack,261,20.5,95.5,15.4
Herb Oats,Lunch,491,8.8,65.8,38.1
Herb Fish,Snack,427,24.6,108.9,37.9
Roasted Soup,Lunch,674,9.8,91.2,12.6
Fried Pulao,Lunch,390,7.2,69.0,18.0
Herb Tofu,Breakfast,382,39.0,23.8,5.8
Roasted Dal,Breakfast,659,40.0,24.1,18.5
Dry Chicken,Breakfast,437,20.6,93.2,12.3
Curry Pulao,Breakfast,658,25.7,119.6,17.5
Mild Poha,Snack,710,18.8,38.6,19.2
Masala Oats,Dinner,542,10.1,115.7,34.3
Masala Chole,Dinner,651,28.6,119.6,30.0
